review,O,C,E,A,N ,Helpfulness,Tiêu_cực,Trung_tính,Tích_cực
đóng_gói sản_phẩm rất đẹp chắc_chắn thời_gian giao hàng rất nhanh rất đáng tiền,0.6446,0.7136,0.7872,0.9097,0.1601,0.55,0.0,0.0,0.99
giao hàng nhanh 1 cơn gió 12h đêm đặt_hàng 12h trưa có luôn chứ mới dùng được 3 lần nên không rõ lắm được máy chạy êm,0.5713,0.7217,0.6252,0.8754,0.1831,0.51,0.01,0.19,0.81
sản_phẩm nhỏ nhỏ xinh_xinh được tặng hai mask nén quá yêu luôn cửa_hàng nạnh nùng quá huhu,0.5182,0.6982,0.5599,0.7557,0.3423,0.65,0.0,0.0,1.0
chất_lượng sản_phẩm tốt đóng_gói sản_phẩm đẹp chắc_chắn cửa_hàng_phục_vụ tốt,0.5582,0.7279,0.6099,0.8065,0.3079,0.35,0.0,0.0,0.99
tốt chat lieu mat me,0.4575,0.4014,0.5113,0.6025,0.4219,0.33,0.01,0.01,0.98
sử_dụng không mượt trc đây,0.479,0.4607,0.4944,0.6486,0.3614,0.3,0.99,0.01,0.0
cửa_hàng_phục_vụ rất tốt mình mới dùng 1 lần không biết lũ mụn có được đẩy_lùi không cảm_nhận đầu_tiên mùi rất dễ_chịu chạm vào xôm_xốp,0.5329,0.7796,0.581,0.7637,0.4157,0.45,0.0,0.0,1.0
tiền nấy chất_lượng sản_phẩm tuyệt_vời rất đáng tiền,0.4634,0.517,0.5059,0.5914,0.4685,0.46,0.0,0.01,0.99
vụ án vậy ? cớ_sao không dòng bạn mình có dòng ? ? ?,0.3814,0.4166,0.4517,0.4098,0.6731,0.04,0.0,1.0,0.0
do đơn_vị giao hàng hay do shop ? ko kiểm hàng bị thế_nào,0.4168,0.4768,0.5114,0.5005,0.5863,0.09,0.49,0.3,0.21
rất đẹp hơi ít cùm nhựa thêm cùm nhựa sẽ đỡ lòng_thòng hơn thank cửa_hàng,0.4901,0.6921,0.5009,0.763,0.3028,0.59,0.0,0.01,0.99
chất_lượng sản_phẩm tuyệt_vời ngon hơi cay m7i vị tuyệt,0.4638,0.5894,0.4685,0.6721,0.3914,0.31,0.0,0.0,1.0
mới mua đeo đã chạy sai liên_hệ cửa_hàng bảo_hành cửa_hàng không trả_lời giống lừa quá,0.4975,0.7244,0.4883,0.7786,0.3016,0.42,1.0,0.0,0.0
mặt_nạ test auth chất_lượng ra dùng mới biết,0.3732,0.3208,0.467,0.3193,0.7228,0.04,0.09,0.75,0.16
hàng kém chất_lượng gọi điện nghe nhiều tiếng hú khó_chịu bỏ sọt rác phí tiền,0.4933,0.6531,0.4926,0.7245,0.3355,0.48,1.0,0.0,0.0
rất đáng tiền hàng đảm_bảo like cửa_hàng,0.4481,0.4518,0.5185,0.5278,0.5194,0.3,0.0,0.01,0.99
mới dùng ổn không đặt đk mật_khẩu,0.3306,0.2107,0.4716,0.1982,0.8308,0.36,0.0,0.42,0.58
không sai được sohp oi may không hoat đong em muon tra lai hang chất_lượng sản_phẩm rất kém,0.4678,0.7243,0.4309,0.7568,0.3127,0.47,0.98,0.01,0.01
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn cửa_hàng_phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh anh chủ cửa_hàng hướng_dẫn tận_tình,0.6454,0.8085,0.7718,0.8623,0.3193,0.6,0.0,0.0,1.0
đầu cầm điện_thoại quá lỏng_lẻo,0.3581,0.2947,0.4986,0.2699,0.7841,0.23,0.4,0.6,0.0
chất_lượng chuột kém tronh sử_dụng bị lag không vừa_lòng,0.4535,0.5676,0.4403,0.6774,0.3573,0.46,1.0,0.0,0.0
siêu xinh cửa_hàng giao đủ hàng trả_lời nhanh nhiệt_tình_yêu cửa_hàng,0.5381,0.705,0.5679,0.8467,0.2107,0.36,0.0,0.0,1.0
hàng không chính hãng,0.3616,0.2621,0.499,0.3037,0.7541,0.27,0.98,0.01,0.0
thật_sự rất ưng giá rẻ giày rất đẹp luôn,0.6119,0.5376,0.7528,0.7934,0.2506,0.6,0.0,0.0,1.0
haiz 1 cuốn rớt bìa 1 cuốn gởi sai thắc_mắc cửa_hàng cửa_hàng bảo xuất_bản tái_bản nên thay bìa_trong 2 cuốn 2 xuất_bản khác nhau lẽ_ra mình cũng không đánh_giá làm mệt cửa_hàng trả_lời lấp_liếm không thật_thà chắc cố_tình gởi nhầm roif cãi,0.5155,0.791,0.5446,0.6837,0.5397,0.27,0.0,0.0,1.0
chất_lượng sản_phẩm rất kém rất không đáng tiềnchất lượng sản_phẩm rất kém đúng rẻ ôi trên hình một trời sp 1 vật chữ trên thân chai bị tróc chữ không dám xài luôn sp rice mùi y_như xà_bông rửa chén chưa kể vừa nhận hàng hộp sản_phẩm hộp giấy có in chữ tôi,0.58,0.802,0.6684,0.7715,0.4429,0.69,0.98,0.0,0.01
mình không cảm_nhận được cảm_xúc cuốn sách,0.3707,0.3846,0.3859,0.4185,0.6026,0.08,0.98,0.01,0.0
hàng đẹp ủng_hộ cửa_hàng nhé,0.4859,0.4129,0.5773,0.5907,0.4298,0.55,0.0,0.04,0.96
bên rỗng nhỏ_nhắn xinh_xắn mẫu_mã đẹp,0.5342,0.5491,0.6038,0.698,0.3628,0.6,0.01,0.03,0.96
đóng_gói sản_phẩm rất đẹp chắc_chắn chất_lượng sản_phẩm tuyệt_vời ngon lắm chị ạ,0.5888,0.7173,0.6678,0.836,0.268,0.36,0.01,0.0,0.99
đóng_gói cẩn_thận chưa dùng chưa biết chất_lượng thế_nào nhìn_chung thấy khá ổn,0.437,0.726,0.4036,0.7192,0.3499,0.2,0.0,0.22,0.78
đóng_gói sản_phẩm rất đẹp chắc_chắn 3 chất_lượng sản_phẩm tuyệt_vời,0.5416,0.7085,0.5897,0.7834,0.3193,0.41,0.0,0.0,1.0
dùng được đúng 1 ngày qua_ngày hsau sạc đầy pin tự tắt nguồn tối thui giờ thành đồ vứt đi chán,0.561,0.7222,0.6127,0.8569,0.2086,0.4,1.0,0.0,0.0
gửi hàng về không có hạt_giống yêu_cầu cửa_hàng xem_lại,0.4474,0.6312,0.4044,0.6777,0.3814,0.14,0.0,1.0,0.0
chất_lượng sp được cửa_hàng đóng_gói cẩn_thận mình đang hỏi đổi slide không thấy phản_hồi,0.5165,0.7107,0.5134,0.8163,0.237,0.33,0.01,0.93,0.06
bao đàn rẻ thích quá còn được tặng thêm dây đàn cửa_hàng 5 vậy thời_gian giao hàng rất nhanh rất đáng tiền,0.5968,0.737,0.7076,0.8877,0.1942,0.65,0.0,0.02,0.98
5 cửa_hàng_phục_vụ rất tốt,0.4798,0.4954,0.5534,0.6513,0.3943,0.18,0.0,0.0,1.0
chất_lượng sản_phẩm rất kém sắt bị han rỉ không nên mua cửa_hàng,0.4659,0.6595,0.4508,0.7256,0.3374,0.7,0.93,0.03,0.04
cô bô la mình qua da i vê phai chê la i mơ i cha y được,0.5209,0.5687,0.5811,0.7465,0.3018,0.12,0.17,0.82,0.0
đóng_gói cẩn_thận hàng date mới giao hàng nhanh chủ cửa_hàng nhiệt_tình rất hài_lòng cảm_ơn cửa_hàng,0.5577,0.7942,0.6125,0.8483,0.257,0.48,0.0,0.08,0.92
bạn mình hàn đã dùng sp rất thích thấy bên hàn bạn đã nhờ mình mua 2 hộp chuyển sang ngày hôm_qua hôm_nay nghe nó báo sản_phẩm cũ có mùi thật hết nói luôn mình thường_xuyên mua sách tiki đây lần đầu_tiên mua đồ dính vết bạn nước_ngoài mất_mặt quá cơ tiki nên xem_xét chất_lượng service đã contact qua đang dây_nóng sẽ email thực_sự rất bực,0.56,0.8104,0.6405,0.7523,0.4753,0.47,1.0,0.0,0.0
đặt 2 giao 1,0.3763,0.3824,0.4852,0.4041,0.6757,0.15,0.0,0.0,1.0
tôi còn hơn 2 tháng nữa mới sinh mua sớm hi_vọng lúc sd được cửa_hàng bảo_hành không may máy trục_trặc hàng cửa_hàng giao đủ phu kiện y hình cửa_hàng gói hàng cẩn_thận giao hàng bên vc rất nhanh cảm_ơn cửa_hàng,0.6053,0.8318,0.6998,0.8634,0.3126,0.24,0.0,0.03,0.97
hàng không chuẩn đi không vừa,0.4587,0.3183,0.5588,0.4845,0.5657,0.36,0.98,0.02,0.0
đóng_gói sản_phẩm rất đẹp chắc_chắn cửa_hàng_phục_vụ rất tốt thời_gian giao hàng rất nhanh chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời,0.618,0.7967,0.7349,0.8374,0.3457,0.43,0.0,0.0,1.0
mua lần thứ 3 cũng lần đầu biết nói xuất_sắc tiếc không có hình fedback em đăng stories quá 24h rồi,0.4522,0.6748,0.4577,0.6725,0.418,0.49,0.0,0.0,1.0
nhắn_tin không trả_lời rồi lúc đánh_giá rồi mới kêu chưa có thời_gian trả_lời có 10k chả bõ công gói hàng rồi đi gửi nên đừng bắt hoàn hàng rồi chặn luôn khách thế làm_ăn mất_dạy 1 10k nhiều thành 100200k nói kêu có 10k rên_rỉ kêu_la chúc nhanh giàu,0.5229,0.7843,0.5967,0.6869,0.5504,0.3,0.01,0.0,0.99
dạy con làm_giàu tập 8 có đồng_tiền tích_cực tái_bản 2016 có chất_lượng giấy in khá xấu,0.5198,0.7134,0.5127,0.7846,0.2949,0.33,0.59,0.06,0.35
chất_lượng sản_phẩm rất kém giao hàng quá chậm hàng không giống ảnh,0.3959,0.434,0.4603,0.4591,0.6125,0.38,0.96,0.02,0.02
bắt kém lắm,0.406,0.2834,0.5089,0.3916,0.6179,0.23,0.95,0.05,0.0
san pham_dong goi kha tốt nhung moi tội có mùi sà phồng nhung cửa_hàng bão không s chua dùng nen chua bt chat luong san pham the_nao,0.5277,0.7528,0.5339,0.7749,0.3521,0.58,0.74,0.23,0.03
đóng_gói sản_phẩm rất đẹp chắc_chắn chất_lượng chưa dùng chưa biết thế_nào hàng check được mã_vạch,0.5433,0.7454,0.5933,0.7932,0.3242,0.32,0.0,0.1,0.9
cửa_hàng nè ban buôn có lời không cửa_hàng neu không lời cửa_hàng nâng_giá lên chút,0.477,0.7149,0.4349,0.7801,0.2848,0.14,0.01,0.99,0.0
hạnh_nhân ngon vỏ hơi khó tách vị không quá béo,0.4212,0.3881,0.504,0.4136,0.6507,0.33,0.0,0.0,0.99
đợi ip8_vậy,0.3646,0.2424,0.4877,0.2495,0.771,0.03,0.0,0.98,0.02
chất_lượng sản_phẩm quá tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn,0.5373,0.6996,0.5865,0.7695,0.346,0.41,0.0,0.0,1.0
trà sữa myanmar thơm r cửa_hàng giao hàg nhanh chóg 5sao,0.4175,0.6139,0.4144,0.6565,0.3907,0.58,0.0,0.0,1.0
tôi mua sản_phẩm_cách đây vài tháng do mới_đầu không để_ý nhưg phát_hiện ra đệm tai 1 bên cực mềm 1 bên cứng giống_hệt lót dòng m20x không_thể chấp_nhận được có cửa_hàng ntnay trên tiki,0.525,0.7937,0.5512,0.7318,0.4578,0.4,1.0,0.0,0.0
hình sp nhật giao sp trung quốc mình đã hỏi giao sai,0.4218,0.3907,0.5455,0.4601,0.6207,0.13,0.54,0.45,0.01
bàn rất nhỏ thấp giống mấy bộ đồ_chơi bé mình tính mua về bé ngồi tô màu quá thấp bỏ ra 200k mua bàn giống đồ_chơi con_nít chứ không làm được nhựa rất mỏng yếu giờ mua hàng tiki hài_lòng bàn thất_vọng,0.5799,0.7748,0.6843,0.7973,0.3665,0.63,1.0,0.0,0.0
hàng tốt lắm cửa_hàng 1 like gói hàng chắc nữa tháo muốn mệt xỉu,0.477,0.4982,0.5747,0.6167,0.476,0.5,0.0,0.01,0.99
túi trữ hơi nhỏ còn tốt,0.4235,0.346,0.5305,0.4425,0.6032,0.34,0.01,0.23,0.76
đồng_hồ đẹp lắm cửa_hàng,0.5486,0.4676,0.6239,0.7286,0.2749,0.19,0.0,0.02,0.98
rất tốt chuẩn zize,0.6405,0.5237,0.8494,0.8536,0.2103,0.26,0.0,0.0,1.0
khổ_sở tem sk8 hi_al white tem màu đỏ ảnh cửa_hàng tem đen trắng mình thắc_mắc nói mình nhìn nhầm ảnh rõ thế kêu nhìn nhầm ? tuôi làm_sao mang đôi al white tem đỏ đây cửa_hàng trả_lời rất chậm cửa_hàng bảo có tem đỏ bạn mua al white dẹp đi,0.5859,0.8373,0.6643,0.7964,0.425,0.53,0.2,0.65,0.15
cửa_hàng gui nham hang,0.402,0.373,0.4728,0.4437,0.5754,0.05,0.98,0.02,0.0
cần_thiết_kế bộ tăng áp áp_lực mạnh hơn nước chảy không mong_muốn,0.4848,0.6729,0.4886,0.7358,0.3428,0.15,0.0,1.0,0.0
động_cơ quay yếu hay ngừng có_khi đứng im luôn không chạygiá gốc khoảng 300k chất_lượng thật kém sản_phẩm điện_tử nên tiki hỗ_trợ bảo hàng_không đổi trả được nên phải mua đồ vắt cam khác bảo_hành bất_tiện chán,0.543,0.7974,0.5836,0.7493,0.4379,0.64,0.99,0.0,0.0
chất_lượng sản_phẩm hài_lòng ship phí cao quá không hài_lòng,0.4389,0.5693,0.4316,0.6247,0.4405,0.46,0.19,0.4,0.41
thời_gian giao hàng rất nhanh chất_lượng sản_phẩm tuyệt_vời giá rất tốt,0.5677,0.6791,0.6428,0.8665,0.1909,0.47,0.0,0.0,1.0
đóng_gói sản_phẩm rất đẹp chắc_chắn nhung bộ ban phím không ngon 2 trk minh đặt bị rit phim,0.5152,0.7478,0.5294,0.7632,0.3495,0.59,0.03,0.01,0.96
hàng giống hình_mẫu đẹp độ bền chưa biết phải sử_dụng mới biết chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn,0.5477,0.7772,0.5931,0.7478,0.414,0.45,0.0,0.0,1.0
thích xám cam hết size nên mua xám đen đẹp ngoài mong_đợi êm chân form đẹp chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn cửa_hàng_phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,0.6699,0.8031,0.8273,0.8785,0.2992,0.88,0.01,0.01,0.99
giày đẹp y hình giá hợp_lý đúng tiêu_chí rẻ đẹp mọi nhớ ủng_hộ cửa_hàng,0.6825,0.7097,0.8044,0.9769,0.0329,0.83,0.0,0.04,0.96
máy sử_dụng một_số chức_năng không phái nokia,0.4429,0.5128,0.4525,0.6121,0.4227,0.01,0.73,0.27,0.0
ngon thơm mùi lá chanh,0.4408,0.4356,0.4833,0.5408,0.5037,0.29,0.09,0.08,0.83
thời_gian giao hàng rất nhanh rất đáng tiền cửa_hàng_phục_vụ rất tốt đóng_gói sản_phẩm rất đẹp chắc_chắn mùi thơm theo cảm_nhận chất_lượng sản_phẩm chắc_chắn tuyệt_vời,0.6521,0.8114,0.7912,0.876,0.2989,0.62,0.0,0.0,1.0
lu chị tôi đă tôi ha la 109k ta i đê n lu chị giao la i lâ y 125k pha i lâ y đu gia so vơ i lu chị đă tôi ha chư châ tôi lươ sp kha được vư anh tâ mình tiê n,0.5941,0.754,0.7176,0.7803,0.4018,0.39,0.01,0.0,0.99
sản_phẩm đẹp tiện_lợi,0.4255,0.3073,0.562,0.3854,0.6651,0.48,0.0,0.03,0.97
đóng_gói sản_phẩm rất đẹp chắc_chắn lúc đầu sản_phẩm hơi khó dùng chưa nhận lúc mới sử_dụng được,0.5155,0.7478,0.5289,0.7606,0.3637,0.46,0.0,0.03,0.97
mau ma dep nhung nuong rat lau vang thit mua xong hoi han vo cung,0.4412,0.5637,0.4566,0.5989,0.4483,0.62,0.05,0.55,0.4
tác_phẩm rất hay,0.3824,0.2205,0.5667,0.2429,0.8246,0.27,0.01,0.0,0.99
tốt,0.4346,0.4456,0.4905,0.659,0.3774,0.01,0.0,0.16,0.84
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn cửa_hàng_phục_vụ rất tốt cửa_hàng_phục_vụ rất tốt rất đáng tiền cảm_ơn cửa_hàng nhé sẽ ủng_hộ dài_dài,0.6496,0.8148,0.7812,0.8741,0.3118,0.68,0.0,0.0,1.0
1 em ảnh ám vàng 1 em ám xanh nói_chung nhìn ảnh em mobistar chụp ngon_lành cành đào hơn,0.5033,0.7023,0.5153,0.7867,0.2659,0.27,0.01,0.0,0.99
chất_lượng sản_phẩm tuyệt_vời không có tặng vớ,0.3759,0.4094,0.3853,0.4105,0.6345,0.2,0.0,0.0,1.0
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn cửa_hàng_phục_vụ rất tốt cửa_hàng_phục_vụ rất tốt cửa_hàng_phục_vụ rất tốt đóng_gói sản_phẩm rất đẹp chắc_chắn rất đáng tiền rất đáng tiền,0.6243,0.8363,0.7436,0.8373,0.3797,0.53,0.0,0.0,1.0
sản_phẩm quá tệgiao hàng khách_hàng đungshop kg có trách_nhiệm trả_lời cọc cằn khách hàngquá thất_vọng về sản_phẩm,0.4933,0.7182,0.5297,0.6482,0.5209,0.37,1.0,0.0,0.0
ô cư sd wd không hê gio usb nê u không biê tôi sa i thi uô 1tr690 nên cân nhă chị trươ chị mua,0.553,0.7369,0.5898,0.8115,0.2829,0.46,0.0,0.1,0.89
mới nhận máy chưa có thời_gian test nhiều nên chưa có ý_kiến về chất_lượng mình hơi không hài_lòng về tổng_đài chăm_sóc khách_hàng do không có thời_gian tìm_hiểu kỹ nên gọi lên tư_vấn hỏi bạn đầu_tiên về xuất_xứ máy bạn trả_lời lòng_vòng máy chính hãng mình hỏi lần nữa xuất_xứ bạn bảo đợi máy một đỗi xong trả_lời mình không nghe được rồi cúp máy luôn mình gọi lên lần 2 bạn tư_vấn bảo hàng chính hãng xuất_xứ việt nam nhận hàng thấy made in china lưu_ý thêm chút nữa mình cầm máy chơi khoảng 20 cảm_thấy hơi nóng nóng,0.5798,0.8026,0.6653,0.778,0.4346,0.49,0.99,0.01,0.0
rất đáng tiền cửa_hàng_phục_vụ rất tốt đóng_gói sản_phẩm rất đẹp chắc_chắn chất_lượng sản_phẩm tuyệt_vời,0.642,0.7581,0.7681,0.8719,0.256,0.46,0.0,0.0,1.0
giày rất đẹp y_như hình đi 1 thời_gian mới biết có bền không,0.4331,0.557,0.4102,0.6136,0.4235,0.35,0.0,0.01,0.99
cửa_hàng_phục_vụ tốt chất_lượng sản_phẩm tuyệt_vời,0.491,0.6277,0.5011,0.7442,0.3211,0.37,0.0,0.0,1.0
mua gần chục đôi giờ giao hàng lỗi gọi không trả_lời thứ mất_dạy âm_binh làm_ăn đéo lương_tâm,0.4399,0.6721,0.4573,0.6026,0.531,0.23,1.0,0.0,0.0
chất_lượng giày kém da cứng quá mỏng,0.4338,0.3312,0.5234,0.4455,0.5931,0.56,0.99,0.01,0.0
tốt đx đáy,0.4573,0.3228,0.6169,0.4326,0.6552,0.08,0.0,0.99,0.0
chất_lượng sản_phẩm tuyệt_vời sẽ ủng_hộ cửa_hàng dài_dài thời_gian giao hàng hơi lâu,0.5697,0.7303,0.6341,0.8531,0.2398,0.69,0.0,0.05,0.94
cá mặn chưa được khô lắm,0.4865,0.4691,0.5699,0.6474,0.3727,0.06,0.79,0.19,0.02
thâ y nhâ n xe tôi cu anh mo i ngươ i du tô tôi qua mi nh cu thi ch mu_i hương tinh dâ u nên mua du thư ca mình thâ y hê tôi sư chị thâ tôi vo mi nh du pho ngu diê n ti ch nho đô tôi 2 cây đe_n tinh dâ u nê n luôn ma mu_i cu râ tôi râ tôi râ tôi râ tôi râ tôi nhe du 2 lâ n cha n qua nên nghi luôn ma nhơ la i đo chị nhâ n xe tôi cu anh mo i ngươ i co no i tinh dâ u giu p râ mình lông ma_y mi nh du thư thi vươ tôi ca mong đơ i không biê tôi cơ chê gi ma lông ma_y mo chị nhanh va râ mình nư anh du chi du khoa 1 tuâ n thâ tôi sư hiê u qua la mình mo chị va râ mình lông ma_y,0.6029,0.822,0.7196,0.8099,0.4091,0.53,0.0,0.0,1.0
không hình nhỏ hơn tôi nên tôi đổi được không,0.3634,0.3058,0.4134,0.3683,0.6408,0.05,0.0,0.99,0.0
giày đi êm chân rất đáng tiền,0.5783,0.5348,0.7034,0.7188,0.3434,0.51,0.0,0.01,0.99
đóng_gói sản_phẩm rất đẹp chắc_chắn có quà tặng chưa dùng thử chưa biết,0.4837,0.6759,0.4909,0.7197,0.3627,0.24,0.0,0.01,0.99
thời_gian giao hàng rất nhanh có vạch báo thay tã rất tiện_lợi,0.5218,0.6546,0.583,0.7835,0.2831,0.52,0.0,0.05,0.95
ngoài đẹp hơn nữa ủng_hộ cửa_hàng dài,0.5371,0.5246,0.6403,0.7291,0.3055,0.59,0.0,0.01,0.99
đơn hàng lên giá 293 000 giao hàng thu 335 000 ? mất uy_tín quá thất_vọng,0.491,0.6746,0.5218,0.7356,0.3518,0.3,0.97,0.01,0.01
cửa_hàng_phục_vụ rất nhiệt tinh sẽ un mông cửa_hàng lâu dai,0.497,0.689,0.5148,0.7885,0.2839,0.46,0.18,0.02,0.8
chất_lượng sản_phẩm tuyệt_vời đồ rất đẹp vải dày min rất đáng tiền,0.5852,0.6821,0.6723,0.8506,0.2244,0.61,0.0,0.0,1.0
sản_phẩm tạm được hạt nhỏ lần không ngon lần,0.3537,0.2598,0.4381,0.2876,0.7207,0.35,0.95,0.05,0.0
vải mềm mịn chất vải không thấm nước khăn khá mỏng,0.431,0.4658,0.447,0.5502,0.4785,0.58,0.22,0.58,0.2
kêu hàng hongkong bạn_hàng trung quốc_vậy ?,0.482,0.4429,0.568,0.5624,0.4964,0.05,0.0,1.0,0.0
chat luong sp tuyet voidong goi chac chanshop phuc vu tot se_ung ho dai dai,0.4862,0.6665,0.4864,0.7383,0.3279,0.56,0.0,0.0,1.0
chất áo coton tốt mình thấy nó không mỏng nhẹ áo canifa thích coton canifa hơn,0.5144,0.5867,0.5788,0.735,0.3373,0.47,0.0,0.05,0.94
sp đẹp lắm nhé chất rất ưng giao hàng nhanh cửa_hàng_phục_vụ rất tốt,0.639,0.696,0.7762,0.9272,0.1336,0.6,0.0,0.0,1.0
đẹp chất_liệu tốt noi chung la tốt,0.5196,0.4575,0.6368,0.6768,0.3842,0.5,0.0,0.01,0.99
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn rất đáng tiền cửa_hàng_phục_vụ rất tốt giao hàng lâu sản_phẩm tốt,0.6426,0.7669,0.7777,0.8588,0.3068,0.64,0.0,0.0,0.99
giao hang râ tôi nhanh dong goi râ tôi can than,0.4499,0.4772,0.5551,0.5972,0.447,0.38,0.02,0.53,0.45
cửa_hàng không thèm để_ý phần tin nhắn gửi màu vàng cửa_hàng_phục_vụ kém,0.5209,0.6806,0.5258,0.8315,0.2106,0.22,1.0,0.0,0.0
đặt màu giao màu khác bảo nhắn_tin zalo cũng khách_hàng trả_lời,0.4349,0.5159,0.4712,0.617,0.4298,0.17,1.0,0.0,0.0
bánh to tròn múp_míp 3 ăn đã lắm hehe 3 được tặng kèm gói bánh đây 3 gói bánh tặng ăn vui mồm mỗi tội hơi cứng,0.4059,0.6878,0.3639,0.5955,0.5082,0.47,0.0,0.0,1.0
chất không được mềm hơi thô_ráp,0.3607,0.3256,0.3912,0.3535,0.6464,0.36,0.99,0.01,0.0
chất_lượng sản_phẩm tuyệt_vời mua hàng còn được tặng thêm sản_phẩm cảm_ơn cửa_hàng nghen,0.5079,0.713,0.5045,0.7558,0.3365,0.34,0.0,0.0,1.0
chị chủ dễ_thương có tâm đóng_gói rất kỹ bánh ngon lắm 3,0.4875,0.5874,0.507,0.7237,0.3095,0.36,0.0,0.0,1.0
